@Relation artdata2_norm.arff
@ATTRIBUTE  a0  NUMERIC
@ATTRIBUTE  a1  NUMERIC
@ATTRIBUTE  a2  NUMERIC
@ATTRIBUTE  a3  NUMERIC
@ATTRIBUTE  a4  NUMERIC
@ATTRIBUTE class {1,2,3,4,5}


@DATA
1.68940558936,0.958504073663,1.16252775361,1.43429480327,0.659825650487,1
6.50999207447,4.746244654,4.98573080904,5.69777009327,4.83291017028,3
4.55591914612,5.07955534993,2.95386970766,3.74321606061,3.34051965926,2
7.15066861412,4.8262395142,5.4369093441,6.15807649189,5.41170143222,3
5.95314659091,5.72094334166,5.75390023875,6.26090215272,5.85134150068,3
3.12469413391,3.31684392624,5.41873639627,2.31349781746,2.82527225877,2
6.32535963581,5.25928414629,7.59618476061,6.53924252663,5.96748040454,3
5.14350552109,4.10182563652,4.75004815277,4.37576001777,2.78736734166,2
1.44414755106,1.96268986244,2.11020513722,1.34824682328,2.49441898403,1
2.02495903006,1.31875546684,0.914913328041,1.78876197771,2.04390458073,1
2.89543353627,0.4251434001,3.55226827428,1.90607915604,3.08951322941,1
4.0028942806,2.81723175484,2.65200245318,4.40643714932,5.45252276426,2
2.65077393424,2.12802425617,2.84162606229,2.04363422617,2.85358884159,1
3.81947936507,3.8151688664,4.21990072355,4.00937870896,2.40399676391,2
5.72595537355,5.11240977131,6.62349869928,5.88190740964,4.93465879281,3
1.80635840836,0.885689894923,1.08185860686,2.68271613761,1.19603756524,1
9.80866240472,9.22780688008,11.0025891586,8.01161062321,10.620201294,5
3.12091461298,4.26939619946,4.77544383026,3.35219266496,5.85228345783,2
4.08461875075,3.09910928961,3.61314577303,3.16507027597,4.56714767145,2
8.99692456063,10.8056762168,6.15043449955,8.32070364876,8.79222843085,4
8.55490547463,9.34390363114,8.10441254011,10.7578707938,9.43499370141,5
9.5078782236,10.2394666965,10.8341028875,9.03775886274,10.4071190879,5
3.8634035806,1.19823604851,1.97835555597,1.75176872664,-0.0335838995361,1
3.65471663024,5.00280642648,2.95075294463,2.44926390058,3.24126069849,2
8.32110501618,7.81386624059,7.74733138937,7.42219344083,7.76734778384,4
3.83746983622,3.85181535661,2.84548707645,3.42840573952,6.1256786132,2
2.78391859016,2.38964811298,3.93097141483,4.37148842146,3.64834290104,2
5.02280062863,6.01761203108,5.96559745904,7.51594364021,5.77479987526,3
