@Relation artdata2_norm.arff
@ATTRIBUTE  a0  NUMERIC
@ATTRIBUTE  a1  NUMERIC
@ATTRIBUTE  a2  NUMERIC
@ATTRIBUTE  a3  NUMERIC
@ATTRIBUTE  a4  NUMERIC
@ATTRIBUTE class {1,2,3,4,5}


@DATA
1.25749224808,0.110284936742,1.0751763339,1.18156945726,2.79789468627,2
2.53269677004,1.83689026087,0.592749385106,0.779768347446,1.26983259315,3
2.54458876601,3.06873674274,1.72229766731,3.40477317196,2.88346758243,5
0.747741189308,3.81937384476,2.92877422396,2.14923808781,1.5726699694,5
0.679827781442,-0.749183114317,-0.0100136888538,-0.517794079325,0.865819884693,1
0.474567176458,0.587334366045,-1.25711470585,1.60830207113,0.798753762668,1
-0.0737833445152,0.380389700659,-0.0311678690404,1.57846334616,0.359425751754,1
1.46599624035,0.675596358665,1.97381343081,0.437263296701,-0.123485058606,1
-1.09595007854,0.567015055661,1.03449355129,-0.472239572732,0.177099528829,1
2.54785845509,3.86495440499,2.40940516513,2.68489513065,2.81228313397,5
1.34503425402,0.969756181336,0.846197042121,1.82656372443,1.82544677567,2
0.486940258983,1.75713972749,2.22474947746,2.47214678948,1.82366266623,5
3.41741033522,2.35052024338,1.88352696544,1.51741573735,1.59278720719,4
1.38526991743,1.66133472185,2.44857194704,1.32245100092,2.19360131318,3
2.32724518106,2.36389439498,1.54554565087,2.01660006044,1.70058536966,4
2.66222558589,1.7130723333,3.58282282326,3.76394251369,3.77931358743,5
0.885069573444,3.10507605126,2.76222585948,1.9207393645,0.214752053416,4
1.5944816159,3.05070033236,2.38648659654,-0.1167218669,0.90116529907,2
0.611646570739,2.42875347906,0.714185038579,4.8312038308,0.35565526738,3
3.67571317932,1.56478596278,1.22955446139,1.94572800455,2.48173784829,5
2.14744574509,1.96107735942,0.546620098238,3.11026077982,1.63603015282,5
1.82942009122,1.6560535171,3.33993303042,1.48762641924,1.61422549635,5
0.169145735405,1.36103799013,2.33890385106,2.41286037874,1.02308017845,3
