@Relation artdata2_norm.arff
@ATTRIBUTE  a0  NUMERIC
@ATTRIBUTE  a1  NUMERIC
@ATTRIBUTE  a2  NUMERIC
@ATTRIBUTE  a3  NUMERIC
@ATTRIBUTE  a4  NUMERIC
@ATTRIBUTE class {1,2,3,4,5}


@DATA
14.6502008172,12.3326630861,13.3841485711,12.0420779543,10.7486847829,4
2.94459422984,3.48655037245,2.6491942817,1.76853419928,2.65682147956,1
5.27924490687,5.7992819953,5.32510313124,6.92802989047,4.87855164955,2
4.65066408092,1.54997709979,3.43000726208,3.48096055615,2.65660772197,1
8.11705299704,8.01533440693,8.01435920657,8.15188101866,9.60399507303,3
7.1241108654,8.67569085147,10.6834790124,10.1308647362,9.48400674925,3
14.446241853,14.7173211443,13.6961644384,14.4489973288,14.5044973777,5
7.22339811595,8.59152994288,9.45749489321,7.66316805571,8.89116146042,3
11.5494103128,10.8444174428,13.3425710516,12.5344388244,11.2912835288,4
7.54933193547,5.99880930425,3.98888968914,5.35163535527,6.15766832994,2
8.5876376548,10.1183868088,7.44355641305,11.1044854793,8.89836514617,3
12.7789107844,14.9147584175,14.198016436,14.0795227398,14.4853280472,5
12.4300096577,13.0793485088,10.7153898348,12.5856664175,14.2068323534,4
15.8334638887,14.6766051301,14.357658871,15.9241621913,13.9565014753,5
4.49061690672,4.48593924218,5.957445122,5.23161477336,6.08240412071,2
12.4304499089,12.8315816095,11.6914562299,10.5288601956,10.0179315939,4
11.8800997753,11.904266959,12.8248009241,12.0689272423,13.1705165538,4
12.2268836897,12.6954588834,12.7323497122,12.0557763635,11.8934386856,4
2.52114938528,2.98322014265,3.61258961823,1.76823479384,3.39856060877,1
1.19307073042,3.33129419615,2.91384282207,2.44040085813,4.00166489144,1
2.70064765946,3.97983225475,2.11571129774,3.6022226228,1.69917198007,1
15.6936543589,13.8183231037,14.5635673093,17.3827604436,15.836090974,5
13.4158045675,10.4974423579,10.1456638591,12.7992977547,12.4226448614,4
3.0856158128,3.14831438764,5.25526635856,2.5220385431,3.79757067317,1
6.31551043547,6.30796011616,7.08873507549,6.45733229247,7.19264304844,2
13.0246111649,14.6382456224,15.0185768833,15.0131616446,13.4584170705,5
5.42773554662,5.53654517688,5.69537769137,9.47307339095,6.04575767533,2
6.09942630444,6.46481022734,5.76241998731,5.47779103725,6.22233876681,2
15.2297845401,14.1394159221,15.5905882182,15.2346123461,15.1782774208,5
10.4248899569,12.7805862862,12.8103815182,10.7084371582,12.9334431519,4
5.6612522344,3.88732083233,2.18513732606,3.45400440814,0.735163977258,1
9.26087955815,7.68162733377,8.68418745565,11.1052556773,10.2154976562,3
12.6797760755,11.8669238816,11.5484297298,11.9322013149,13.0848298915,4
14.8749591421,15.8248884465,14.5983722492,15.1989721625,14.4344926331,5
6.72384833057,4.29078330158,5.40905354359,5.99518753615,4.39529476583,2
2.31778326857,2.86503036641,0.848615158956,2.96859880665,2.01804494897,1
5.31646581453,5.35499925856,5.59439234182,8.64993778736,5.76126549941,2
2.4144191941,4.00036371139,1.08793344835,3.92897583561,2.14939116196,1
9.38650606577,7.68279287144,7.94354264792,8.7949604691,8.68616954329,3
3.01899706191,3.02190317262,3.81060939158,1.94447793689,2.95025387404,1
10.2502413468,11.5529014145,7.96068950518,8.35090008443,8.45319155032,3
14.3925763652,15.5030545068,13.8185877219,15.7253526757,14.0621402759,5
3.79466591547,1.88278504549,4.2809855369,3.47964859292,3.27620396634,1
14.0249362819,16.114731911,15.6966534221,16.0091105405,14.7540257946,5
2.99677231526,5.08550191348,4.3696247669,2.48189717721,4.36405671731,1
9.86903222834,8.45377950174,8.7208880494,9.50665733439,10.0619822727,3
1.90241729764,3.10936391956,2.20944778759,2.56476304299,4.59953571252,1
9.43897404334,8.42792750422,10.4792686837,10.1146965068,8.53689603796,3
