@Relation artdata2_norm.arff
@ATTRIBUTE  a0  NUMERIC
@ATTRIBUTE  a1  NUMERIC
@ATTRIBUTE  a2  NUMERIC
@ATTRIBUTE  a3  NUMERIC
@ATTRIBUTE  a4  NUMERIC
@ATTRIBUTE class {1,2,3,4,5}


@DATA
4.09944991072,6.37543990262,4.90765122107,6.08692319438,6.00703023314,5
0.316473631477,-0.0129929584573,2.89191349049,0.683935369243,2.11481220426,1
5.17830722818,2.9986133622,4.50925494134,5.0566660818,5.57159724983,5
4.03961182873,3.75554441125,4.24496194519,4.58524652735,3.4757602999,4
4.81051108072,6.0324047364,5.57255944389,6.75502225146,5.508929429,5
8.09514450949,6.35779047437,3.36533104305,4.42725254515,6.3618833638,5
3.82739554479,4.66481618773,3.62863505853,4.23035000571,3.22517569157,4
2.32909072308,3.33520494634,3.25312559286,1.67317731947,3.46041258829,2
-0.429182305831,2.0279868644,0.057338224712,0.329663167751,1.55395920998,1
2.99824125097,4.02409102811,-0.553123613336,3.2859843123,3.15375129575,2
0.861672172347,0.933399942625,0.821399586694,3.07709980385,-1.37522859489,1
5.63367412454,3.41511350459,5.71714576406,4.76497297798,4.77111562734,5
5.37734676015,5.58511379413,4.0366753013,4.73510249781,5.27262314743,4
1.74767089856,2.79224674268,1.67752900689,1.59777679174,2.42861797089,2
3.89264796453,5.22850477663,4.17147815126,5.88220750253,4.24420358,5
4.82342970225,6.09629503072,4.61985818277,5.78417081137,3.50872844458,5
1.62762297504,3.07763936068,1.27814040287,3.3308988248,1.66595185057,2
3.54098071123,1.3297076696,1.79742747551,4.38188814169,2.75639375179,3
3.32702365681,1.65133675272,2.4334507479,3.08377979701,1.53756938383,2
4.22475991765,2.39920629559,2.37091357468,2.70297675913,2.63821866146,3
3.05638923029,5.7967323941,5.81130548589,7.14839702473,5.24352496299,5
1.1028279225,1.22430705324,-0.933154841502,1.03027697652,1.67359306108,1
3.39872901374,5.42572483279,3.32163145948,4.98996052316,3.71869810289,4
4.2417958732,6.24298378301,3.03391662953,4.2522809548,3.38509319611,4
1.89684023365,0.710165905236,3.42317507963,2.36416856329,1.27838519018,2
4.41643614204,3.07712303654,2.06812675148,3.4107483361,1.39596175413,3
4.82780926623,3.87805459849,4.05947088859,3.6123674134,2.93813181519,4
2.65681756274,3.35290017322,4.26077006157,3.65994851764,3.50689685104,3
1.46519024863,1.81910260995,1.04574115766,2.9850327529,1.96030927666,2
2.04671980135,3.38646426352,2.1310921603,1.32267582826,1.7794969611,2
1.73078626323,1.92982933239,0.846022327946,2.10915766897,1.24257288452,1
3.56855819918,4.77792965667,4.26822188395,4.10807720194,3.56805560728,4
4.92208701193,4.93477992495,4.88524961668,6.06224568092,4.17833422328,4
1.81805150276,2.789291125,1.50890835428,3.59977571994,1.5803413407,2
5.48291948138,5.38380076893,4.41818504455,4.00723859374,5.06712121054,5
0.550825766067,-0.682135655542,0.628042594057,-0.343326040511,0.660693746921,1
0.951933049469,1.66591423173,2.05048423119,1.24985757802,1.1990594999,1
4.78769949773,2.80756846093,3.48646043958,1.9719173003,1.32613319737,3
5.01684930404,4.38185390389,4.43270351945,5.17012754544,3.73736799178,5
2.24584840017,-0.128792872942,0.771844623877,0.935956904316,0.0541368669149,1
5.48079849323,5.87143781393,6.42609513224,3.40039602155,4.48961986814,5
4.90743850136,3.09076180149,1.87022191357,3.15587551964,1.69199071651,3
3.87022872554,5.68608120358,5.3053604396,2.78963592699,5.54819722503,5
4.05958743396,6.01587634638,3.78394435867,5.0644850849,4.21498854443,4
5.3693407563,6.25542544815,4.38147369434,3.42878964743,3.28364394913,4
3.9579368184,2.10168441716,3.5911661672,2.88173779992,2.90108343034,3
3.31970901864,4.15387635524,4.39396155431,3.10473105251,2.23884496278,4
0.807024788953,0.27414413644,0.631052308012,-1.1065998049,1.69258531106,1
4.35837624328,4.71159797107,3.65847344997,3.64601557146,4.73263298202,4
3.44848668583,3.5290961399,3.81546698174,2.86826071175,2.7948060647,4
3.99187239815,4.78714127412,4.68969119705,6.45871737213,4.06628268326,5
4.93255233696,4.82452786534,4.26005736078,3.68753563947,3.68702099615,4
1.41913950069,3.00646501804,0.974707305336,3.57146642596,4.09480111489,3
2.04648077022,1.4333001107,2.19664078384,2.27795134583,0.159483184579,2
0.625121441555,3.66421539868,1.00633400997,1.60606684908,0.824787514702,1
4.30708810156,2.94319841651,4.71142273168,3.28294862163,2.50039510651,3
3.51753327511,5.38770629575,2.92278387511,3.34402215729,4.06789690846,3
4.13393552057,5.26555639869,5.11262573062,5.00422754145,5.88513773993,5
2.99869470278,0.25619971107,0.659867615832,0.804198560193,0.0476491075772,1
3.25101058676,4.99055430698,4.37970610855,2.90555341748,3.43223117119,4
3.3251133458,2.21331012383,1.45869427357,2.75111753516,2.67261445502,2
1.75861892977,4.14690293194,1.65939934499,2.00823366501,3.33575356511,3
-0.641102521631,-0.389747179725,1.09998258292,1.81883104441,1.11307891456,1
-0.757109086582,-0.61419391635,1.07382881217,0.569736538842,0.278076265791,1
4.40690866614,6.24384062738,4.57595882234,3.33047965828,4.63738300439,5
3.39708318989,3.83028778996,4.66914978579,3.27777650139,5.69540493216,4
6.09676345435,6.09029164895,5.80530272497,6.30873603454,5.81621770386,5
